,GR,ILD_log10,DeltaPHI,PHIND,PE
0,22.27934659423278,0.6614829637621176,0.4713322238200357,13.125053722939358,5.237265981788496
1,3.2518070578918667,0.6423388377320087,-1.0997882908053218,12.441634843641689,5.289413016510954
2,9.646748882119859,0.6094536430216568,-0.7827567269895583,11.881459718038299,5.406961131706637
3,14.728692648011204,0.6001529521017266,1.7711677148248557,11.446771469467386,5.420115387175904
4,11.44972006245714,0.6328759748078022,2.1167687469869607,10.993607315005844,5.595248344381784
5,17.676746417752735,0.6470955228356184,1.4432264437960767,10.915818753206162,5.609176108740099
6,46.96196248806368,0.6809947195949616,-0.17382696436562736,10.432015955956246,5.680230536995202
7,34.73177122883186,0.70097646941357,2.4866797271863366,9.024578078128368,5.393834273344105
8,35.22105151180197,0.7060588132805043,2.5513087888795383,9.235701822383866,5.3807314786306675
9,37.63149072771002,0.716341831984053,3.508935384170906,7.772355860698777,5.784752666775172
10,28.59164534543587,0.7483055244929044,3.1855978349364653,8.447736150018413,5.985267353064212
11,35.70773030249068,0.7707649955036019,0.9739736369572844,10.59683174580872,6.0417185270414695
12,22.89246751069623,0.6566661766677623,0.5210866770055759,13.057099345815452,5.250316196882624
13,4.451097284018829,0.6375994291884971,-1.0461332760942132,12.510569756434027,5.302437915166065
14,8.694669312658633,0.6141162248087312,-0.7309351689803129,11.952513281343261,5.341534734794395
15,15.49277528760408,0.6047996084991981,1.7154341522370415,11.372694230471536,5.433300421266974
16,10.564008603434665,0.6281671816127765,2.057688002432211,11.070692157581936,5.581403058876958
17,18.372748647293417,0.6518708391654174,1.3369520571193456,10.83728830278837,5.567635532033807
18,46.49817454656768,0.6760769567724492,-0.12399350930371236,10.34810255921353,5.694763282466597
19,33.744752583377746,0.7111798874821968,2.616923528722015,8.915239062369807,5.354584949888523
20,34.239727502549044,0.6959308093019745,2.422981267318398,9.131339040065345,5.3676494560143455
21,37.153699397404864,0.7215468879855088,3.595264988807218,7.917725966374443,5.769385220250727
22,29.126834634021254,0.7538231797393395,3.2634619014913593,8.321985507662031,5.967138940086183
23,33.24667244339225,0.776554121379046,0.9230410424072151,10.677838523385269,6.061302862874353
24,31.219569145639973,0.9002056053085761,1.389923093790726,8.569636301480635,3.8040406720822038
25,12.306717526037424,0.956540464245275,-1.8398808247000435,7.461870676486837,3.9656434937383396
26,-6.012325106013385,0.5769902017871406,4.65320548060985,6.733764047707719,6.371009527263361
27,-4.115405415151059,0.5631082977978898,4.070723328630867,6.93255513869988,6.189030387104743
28,-0.827540268833765,0.5492010851653542,-0.07423905611817225,9.337828994476734,6.081315908721949
29,1.9806765672566087,0.5022585144314623,-2.3542589234787985,11.298078423428807,5.44651966992597
30,16.237926623768963,0.9907054931901464,0.17377798615818893,12.303156459747187,4.277807478274531
31,39.995149413162714,0.9462081214953466,0.42164439056263303,12.093632507620773,4.852734354170636
32,63.35995465031085,0.9673563544810186,0.025082257756511045,12.784702997263357,4.67730971576214
33,56.00980642283342,0.9176232222646565,-0.323927347680364,12.921050283342703,4.355329987299103
34,25.829692270794308,0.8759990184227457,-0.8348399317545929,13.192983385117406,4.882433529235612
35,21.02321171339076,0.8683623450996166,-1.9010814563754954,12.716375361237535,5.010447872800061
36,13.137473684857756,0.832764256157811,-2.4232061575034605,11.147109547750674,5.4730748669436515
37,19.054520122326405,0.8067589912154975,-2.7885046672346014,10.26311021895129,5.0785968708970275
38,24.09159270445512,0.7594033099047702,-2.637905166616612,9.72674196944773,5.132074301519078
39,48.356833208529,0.6711868133627235,-2.219830361020151,8.688004530143779,4.588125531597731
40,79.1905504027765,0.5352378124583496,5.644630834856762,16.190777979806473,7.038369798872771
41,71.38181035891775,0.5211868556543042,6.825531381155541,19.158838414244663,6.937814675812511
42,74.26178371860709,0.5117546080785836,6.443093182598566,19.52133306005788,6.727873618828374
43,61.162913660775295,0.48303136653134526,3.9688340412454792,23.015624974596424,5.754175906797232
44,53.562594807259565,0.45843416470345355,1.941396354152244,21.006731801898802,5.171735544501115
