,GR,ILD_log10,DeltaPHI,PHIND,PE
0,102.53185698677564,0.6430165099038185,6.6790991933244666,19.498716431867564,3.146569638476632
1,46.14255499590126,0.6688679196898035,4.779474885309868,16.90548324172768,3.2140447991144474
2,16.96791472444282,0.6866585720991034,5.492389081570192,10.193030040586818,3.5240925455655994
3,19.518058300026,0.7167715855039729,8.725506047983872,1.0695897620104269,4.65067333810521
4,70.44345153758485,0.6395703834059461,10.74273662833232,13.960228869529967,3.6989239635946563
5,8.599657262917695,0.662660968496956,6.556892310878595,5.165107535999991,4.375140441329675
6,-5.058234658429875,0.6951539537711778,6.377998253494306,1.2908704588456903,5.92919173006344
7,-20.144958378889307,0.7193833769890431,5.922778464555172,0.5737708039113443,5.301474293722372
8,-14.848150224860213,0.7966297324463858,5.54507907400326,0.2915076889741961,5.080289977301574
9,-28.612532502662937,0.9489623454931003,4.289598783387854,3.3450215178156615,5.15211965061887
10,52.013354555568945,0.7989276349559138,9.628568130032525,12.638477102617573,4.515753470786649
11,81.89382836448033,0.785084914008429,16.593780693531045,12.288262187815327,3.9626377461351137
12,80.94194819906573,0.7757627068272012,11.709901608326863,11.950072038668402,4.291444699999813
13,38.849624144134026,0.7519615863733666,7.264701837461586,9.532724602107665,4.676242143740399
14,25.401889460615507,0.7271159858834678,-0.540585410223418,10.132740146649862,4.760811153472174
15,21.858880533752618,0.7296614405306705,-1.4583236603535585,9.772329375867162,4.235946064831303
16,38.36315312224488,0.7321918839171708,-1.2550820848502315,8.750890553593626,3.933636078874082
17,42.59832791588498,0.7396989133466865,0.6030801663876666,6.905599592906752,3.9408964586920203
18,41.22007137545624,0.7446387971341215,1.2665623975494422,4.811552130943505,4.056732584720387
19,32.666615651625605,0.754381210278025,1.8723630752214835,4.132668415932844,4.259474517399965
20,36.37007853507879,0.7710651736463291,1.8190775017339105,6.047001367898771,4.392675554688041
21,40.75370367257119,0.7943285761243424,2.288669537036451,7.503581321479313,4.307719127837541
22,39.809694514486225,0.8149483374749489,2.134467697855434,8.38481979571577,4.159719817684867
23,35.85899940060669,0.8377960169875555,2.5414359873037133,7.307668000829818,3.9263674060715044
24,47.85597716044891,0.8539086249551636,1.3802784059407633,6.698565735294075,4.174735544416198
25,51.19386760309742,0.8702457955518276,2.186102449341603,6.557981937755432,4.299556185836431
26,61.998516361913126,0.891779351162338,1.323645548238006,7.69659670769267,4.52604119824262
27,44.8335518642419,0.9141949833146888,2.4912634396322617,8.629405838806878,4.137369729997506
28,45.272354910959805,0.9116495286674862,2.641270535045356,8.568474958291985,4.18228180252315
29,48.70061010005646,0.9324873689548031,2.0825852617517153,8.93230636494314,4.401560658090677
30,49.95429473746702,0.9433767560311827,2.8882570513952057,9.052809155494268,3.9771085292582296
31,50.782124499281494,0.9461570154269788,3.4706747130186097,8.323282942342958,3.95539630826602
32,45.70865651835994,0.9575393387154524,5.284321513792038,7.175264366861553,3.746619162975534
33,61.20653946881318,0.9663823778289088,4.729944751773942,7.241655418158556,4.034972355328449
34,51.60425515959905,0.9724430495083531,4.241141491294778,7.760351602747389,4.3159355898344245
35,63.1880043605944,0.9850169096635022,3.9516033503130767,7.8870589156253965,4.3838698556666955
36,56.84497140854048,0.9982944592943381,4.829153428088285,6.415153028731129,4.505604521313789
37,52.827951666423864,1.0017405857922106,4.979160523501379,6.196290820517535,4.591091694592143
38,47.430768519803664,1.012427001277492,5.439979355452724,6.6285435309738405,4.6261542757117935
39,56.047450690197344,1.0398629602884135,5.029514587799242,7.041284797939404,4.485698159256029
40,69.21222148129739,1.0237060013509465,5.335956265278206,5.4993048924609536,4.243749500618936
41,92.01467376805347,0.975527423130517,5.387838701381926,4.531173458000486,4.122571534653323
42,113.91495218601449,0.8263626317232078,10.207902650062072,13.307924900988871,4.638290417275893
43,98.62545754069112,0.8240794681882465,9.500341556929369,11.8836809873714,4.2515917739684985
44,81.4158815223801,0.8309315513109706,9.259132925505881,9.89226787143045,4.46627611802887
45,54.44451141049135,0.8423833342422429,8.011009373357059,8.871931100973885,4.776323864480021
46,58.434341737162285,0.8632091409483303,7.8511785181253755,9.233068534099507,5.243515883247454
47,63.98263529405804,0.9245393836941836,8.09333927472213,9.293055819480557,5.049158908125257
48,70.8566190300013,1.0485191650961831,8.533520039772146,10.313874393245737,4.9687166058761445
49,77.72447650599086,1.0530158815066266,8.628210999475003,10.495930566723079,4.945173178538622
50,71.68751037847593,1.0623899748962407,8.177411653337796,9.652503000619495,4.663318338172849
51,64.77908286641681,1.0829773159180491,7.773498433382392,9.952299317571754,4.614250878862752
52,62.394756113633676,1.077566715384969,7.334068778691057,10.072527250035689,4.689463094803286
53,65.178125346669,1.072342162272544,7.930320224835704,10.802053463186999,4.881581149908511
54,67.18377938215635,1.0672878666399046,8.263337716526276,10.925662310520313,4.826015835079208
55,55.64778808761889,1.057636261769512,7.697200843312128,10.55686144723797,4.703001364598902
56,68.80434422527091,1.031608169260879,7.404450595567343,10.253405304556072,4.495588055968481
57,65.57778794924745,0.9818125403044116,6.996474456675153,9.592611803422294,4.456733769607964
58,56.44649317044953,0.8942201234726422,7.475898175488046,11.621755084050646,4.602567318899262
59,80.47187236429515,0.8492871254522482,7.548466021790989,12.496792874556117,5.020436590761641
60,79.08332705809886,0.810379417887186,8.825608793417532,13.465141431452945,5.373433413413372
61,86.40567891306254,0.787402344242993,8.9287476234872,14.13434854885097,5.1946264378755185
62,90.82871660056512,0.7615824343330576,9.035179975539698,14.046656468072303,4.808879261459109
63,9.819020890810975,0.7245549132580631,3.8073135469028423,12.151672533188698,3.762188781269075
