,GR,ILD_log10,DeltaPHI,PHIND,PE
0,91.3871507794577,0.5102155340132095,17.262565355437637,20.064240432530628,3.175738355234063
1,80.20302551431514,0.4594780848227702,12.137332739252374,19.288538477140452,3.0552241203977397
2,72.10214009265903,0.43835312997130343,9.731735693910075,17.99090525065057,3.0567896641720993
3,63.19229269387079,0.4264002788094511,9.080896282212848,18.124068753120188,2.9147692445312434
4,63.583899648943685,0.4141793023118839,7.532737407213633,18.61216737728199,2.803502928674765
5,54.38139931032592,0.40159935259210855,6.889702643718622,17.648931804766875,2.759792731231215
6,52.403539233201556,0.3819257893495126,5.380437470914365,17.518887796721764,2.933152175511361
7,51.50568751991541,0.35921032121302127,6.054913833423878,17.133031944811012,2.918488851093823
8,63.389220433164326,0.34053478480208127,6.019201579546179,17.389588977572963,2.9110270610270046
9,67.11495421131447,0.339043611850162,7.038494579864869,18.01746102608382,2.878222570019936
10,58.39724350153936,0.34486517093946845,6.090661188011916,18.694985378592058,2.8958210466689147
11,83.55304354801308,0.3529575706703506,7.669106159937941,17.858680177960043,2.912901009624937
12,91.48566197065435,0.34764170316134724,11.854972225682832,22.99237525137444,3.0298684455108753
13,94.16816499239101,0.3717200728430345,16.81560054850717,25.314018158717992,2.905370219612889
14,89.07556424456456,0.3912747262627101,15.827222805342995,25.059168826861946,3.069240813481754
15,73.71213473038127,0.4164128993317367,11.816180207643933,21.598862834251854,3.06613986797882
16,64.76999004159664,0.4389922102596929,10.518380165345125,16.053034124215436,3.0645864979957604
17,75.73376065213607,0.5145253412147194,18.16347975845357,19.346461800960657,3.347429569010289
18,73.80625291866173,0.5296099768769539,20.922070906896256,21.34788040900682,3.3458978708735367
19,68.64859845522993,0.5569660783781818,11.341604076200605,13.524446974092601,3.574618687042156
20,59.121675446815104,0.5472456116466382,12.396421840709591,11.516020521561067,4.184135710962948
21,54.24355360993421,0.557429683922427,13.190634640917853,12.910956302229382,4.166550350241436
22,43.47674380829733,0.5737629540964427,13.541878852728384,11.738314684261415,3.9589978562785824
23,70.1121161337284,0.5709432788757184,14.466865772552127,11.710708878110113,3.9793270708963133
